claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,property_type,incident_cause,location_risk_score,security_system_present,asset_value,total_claim_amount,fraud
157,61,55,IL,100/300,2000,768.5547956125835,1000000,FEMALE,Masters,Craft-repair,Camping,other-relative,35452.03755736561,6926.3238084043,C,C,B,B,B,52610.184984386906,0
158,159,25,CA,500/1000,500,880.3296136524959,0,MALE,JD,Exec-managerial,Reading,unmarried,97400.82820112104,37642.67022354907,C,C,C,B,C,18126.150899263364,0
159,97,63,IL,250/500,2000,1654.8858476160958,0,MALE,High School,Craft-repair,Exercise,unmarried,54818.30845041847,57816.07722670354,C,C,C,A,A,29415.06283457497,1
160,25,32,IL,500/1000,2000,1775.9067458754223,0,FEMALE,PhD,Craft-repair,Exercise,husband,9177.175185647267,67325.29770474411,C,B,A,C,A,6589.026159938898,0
161,370,55,TX,500/1000,1000,1370.432726652421,0,MALE,JD,Prof-specialty,Movies,husband,96103.76434007619,34482.01488214327,C,A,B,C,C,70533.1610995319,0
162,398,56,TX,100/300,2000,1794.8656634013219,1000000,FEMALE,Masters,Prof-specialty,Reading,not-in-family,90273.96586927843,42873.49681438001,A,C,B,A,A,64943.085489870326,0
163,328,68,IL,100/300,500,1785.3097884358856,0,MALE,JD,Prof-specialty,Movies,own-child,80643.08408365757,37598.75417795035,C,C,B,A,A,68221.39602280475,1
164,68,51,NY,100/300,2000,832.2785905762739,0,FEMALE,High School,Prof-specialty,Chess,not-in-family,79357.17160416531,69798.6844094909,B,C,B,C,B,97775.36476290168,0
165,353,53,IL,500/1000,2000,1467.5263536029947,0,FEMALE,College,Adm-clerical,Movies,husband,48596.0384604278,91358.66368266335,A,A,B,A,C,6490.491988450003,0
166,480,37,FL,500/1000,2000,1667.4927001332592,2000000,MALE,High School,Adm-clerical,Camping,wife,87524.7209043913,77824.16700798173,B,B,C,A,A,6975.190875907438,1
167,276,61,IL,250/500,2000,1341.5813873486322,0,FEMALE,College,Exec-managerial,Exercise,not-in-family,30569.159528625943,26316.06248514544,C,A,A,B,B,73969.64334443775,0
168,194,30,CA,250/500,500,1708.667751993001,1000000,FEMALE,Masters,Prof-specialty,Exercise,other-relative,35857.73531202135,54010.53169409784,A,B,C,B,B,97289.79387403135,1
169,157,61,FL,250/500,500,1443.247364020858,2000000,MALE,PhD,Prof-specialty,Exercise,own-child,21601.44996855303,47812.5060693491,C,A,C,C,C,54500.28021126904,0
170,132,62,CA,250/500,2000,926.6854876458794,0,FEMALE,High School,Adm-clerical,Reading,not-in-family,40312.87747209952,1552.8253654048528,B,C,C,B,C,81363.08844851177,1
171,381,64,FL,250/500,2000,1528.394438284659,0,MALE,PhD,Machine-op-inspct,Camping,not-in-family,23364.94251068042,93838.24705845426,B,A,B,C,C,61134.095034325066,0
172,215,38,FL,250/500,500,1381.9998415715727,1000000,MALE,High School,Craft-repair,Movies,not-in-family,33982.555496087305,46596.443613240845,C,B,B,A,B,93273.36003510111,0
173,179,64,CA,250/500,1000,1437.4258203351296,0,MALE,PhD,Exec-managerial,Chess,not-in-family,69037.77976650377,94315.82869534954,C,B,C,C,B,20362.286053846747,0
174,15,40,IL,100/300,2000,642.9803545658461,0,FEMALE,College,Adm-clerical,Reading,not-in-family,43010.02964967235,66419.36590784839,A,B,A,B,C,36529.502024121226,0
175,133,63,FL,250/500,2000,688.6032243678746,1000000,FEMALE,JD,Adm-clerical,Chess,wife,76765.95596182559,70819.21880267824,A,A,C,B,C,61468.76677461531,1
176,167,20,NY,500/1000,500,1721.9800272405025,1000000,MALE,JD,Craft-repair,Reading,wife,47900.22547741315,42698.46499996942,C,B,C,C,A,20262.62371443973,1
177,482,39,CA,500/1000,2000,1146.906195680614,0,MALE,College,Exec-managerial,Camping,husband,13922.42673087415,85797.90516801085,A,A,C,C,C,83497.58895099007,0
178,153,46,CA,500/1000,2000,822.9159159075837,0,MALE,College,Adm-clerical,Reading,own-child,74209.65313635523,18543.479391664907,A,B,C,C,C,79893.4312384318,1
179,491,57,IL,100/300,2000,639.0137093407186,0,MALE,Masters,Prof-specialty,Chess,unmarried,6592.976952313478,95915.80420345666,A,B,C,C,C,72035.05111883118,0
180,311,47,IL,500/1000,2000,894.3556690543812,0,FEMALE,High School,Prof-specialty,Reading,unmarried,94244.24356719939,61631.13732881297,B,B,C,B,B,62200.456990112805,0
181,128,41,FL,500/1000,500,942.7947085310486,0,MALE,PhD,Adm-clerical,Camping,husband,84098.92956367796,33234.47515300606,B,A,C,C,C,22310.585869037943,0
182,185,42,CA,100/300,2000,1974.4462330047838,0,FEMALE,College,Machine-op-inspct,Exercise,other-relative,96309.37558132879,73935.63358934084,C,B,B,B,C,87064.93234627812,0
183,339,29,IL,500/1000,1000,1751.757548774376,0,FEMALE,PhD,Machine-op-inspct,Reading,husband,24865.208477782297,74515.2004518201,A,C,C,C,C,57968.18377042013,1
184,181,67,CA,100/300,500,617.6855908057371,1000000,FEMALE,High School,Machine-op-inspct,Chess,other-relative,48122.588742638836,77456.30967880362,C,B,A,B,C,21584.4673000064,0
185,237,37,NY,500/1000,500,1622.6747711462622,0,FEMALE,PhD,Prof-specialty,Chess,wife,19304.38112626337,29347.390277245522,B,B,B,A,A,73823.65294915094,0
186,330,50,CA,500/1000,1000,1345.89530753694,2000000,MALE,JD,Prof-specialty,Reading,own-child,42246.696314964734,2567.413094294335,A,A,B,C,B,3651.568439942047,1
187,403,56,FL,250/500,1000,842.7133601943484,0,MALE,Masters,Craft-repair,Camping,unmarried,24368.88666638145,88921.7079280133,A,B,B,B,A,22193.67991976852,0
188,294,39,NY,500/1000,2000,1619.865732479,0,MALE,High School,Machine-op-inspct,Movies,not-in-family,85276.77666902133,79753.93345614478,B,A,A,C,C,23070.71721273998,1
189,259,63,NY,250/500,1000,545.2680275372385,0,MALE,High School,Craft-repair,Exercise,not-in-family,12158.167626334216,40189.43293433663,A,C,A,C,A,29520.482219379315,0
190,421,36,TX,250/500,2000,1597.2960424272726,0,FEMALE,Masters,Adm-clerical,Camping,wife,22509.477873418036,16622.08404324851,A,C,B,B,C,3920.241962361685,0
191,173,49,IL,500/1000,2000,1842.9319545297976,0,MALE,High School,Adm-clerical,Movies,husband,26407.923985422087,46882.234869713415,C,A,B,C,A,84336.29402740547,0
192,297,70,NY,500/1000,2000,1823.9188061097211,1000000,FEMALE,Masters,Exec-managerial,Chess,own-child,73818.97562893156,30576.576345755846,C,B,B,A,A,10186.560825864113,0
193,285,68,TX,100/300,500,1658.511004850545,1000000,MALE,College,Exec-managerial,Reading,unmarried,63037.164854212744,19405.63021641015,B,A,C,B,C,83005.2000741629,0
194,419,43,FL,250/500,2000,1902.096137887731,0,FEMALE,College,Exec-managerial,Chess,not-in-family,13626.467809397747,48616.327003536244,C,C,C,B,B,18436.703584797353,0
195,364,61,IL,500/1000,2000,1560.991366194735,0,MALE,PhD,Exec-managerial,Reading,wife,60564.50274603773,82968.46035826083,C,B,C,A,B,84177.36613227252,1
196,277,24,CA,250/500,500,1530.0920862576124,0,MALE,JD,Prof-specialty,Exercise,husband,84643.08448656085,58168.85238420226,A,A,C,A,C,3394.6825191615367,0
197,167,25,CA,250/500,2000,539.2906694266816,0,MALE,JD,Craft-repair,Reading,other-relative,45222.377076337725,48742.83502745667,C,A,B,B,B,78555.8417916221,0
198,401,28,CA,500/1000,500,761.2819434533553,2000000,MALE,High School,Prof-specialty,Chess,own-child,61183.203392357675,99406.79242881222,C,B,A,A,C,53513.54191970059,0
199,388,57,NY,500/1000,500,1672.1430368861293,2000000,MALE,High School,Adm-clerical,Movies,not-in-family,53197.45643170127,76030.96893448984,A,B,A,A,A,22021.42906456513,0
200,299,33,IL,250/500,2000,1996.2541019710152,0,FEMALE,PhD,Machine-op-inspct,Movies,other-relative,35781.93359538527,13192.25335124924,C,A,A,A,A,40945.70381015778,0
201,477,26,FL,500/1000,2000,1579.8982629396453,0,MALE,JD,Machine-op-inspct,Movies,own-child,257.29813890916773,41685.897470051015,C,B,A,C,A,10160.217647908667,1
202,246,58,TX,250/500,2000,1369.7444879747022,1000000,FEMALE,College,Craft-repair,Reading,not-in-family,18629.412604797268,46496.68638135169,B,A,B,C,C,14156.27639759571,0
203,132,21,IL,100/300,500,775.1289081778783,0,MALE,College,Craft-repair,Camping,other-relative,94716.05868976154,61055.09165652122,A,A,C,A,A,37025.14581163881,0
204,422,28,TX,100/300,1000,1921.868529948794,0,FEMALE,Masters,Adm-clerical,Chess,wife,35464.59839789816,68176.44495322306,C,A,C,B,C,41536.321097771695,0
205,242,27,TX,500/1000,500,1474.5992274227513,1000000,FEMALE,College,Prof-specialty,Chess,unmarried,29712.438055572078,32553.619998648075,C,B,C,C,B,77712.98843276643,0
206,333,70,CA,250/500,1000,1233.5574694378015,0,MALE,JD,Machine-op-inspct,Camping,husband,61389.998481630944,36738.431706025265,C,C,B,C,C,75751.4093730331,1
207,202,46,NY,100/300,1000,1792.080552289894,0,FEMALE,Masters,Prof-specialty,Movies,unmarried,90379.65369497,10347.08248730245,C,B,B,B,B,24391.30713561349,0
208,499,58,NY,250/500,2000,1929.9230916981687,0,FEMALE,High School,Adm-clerical,Movies,own-child,30246.20458913434,8931.910231758677,A,A,B,B,C,18796.11754826495,0
209,276,22,FL,500/1000,500,1056.7772095886742,0,FEMALE,PhD,Prof-specialty,Chess,not-in-family,22308.914133182232,75797.42949440562,C,B,B,C,C,17246.926858243998,1
210,443,20,FL,100/300,500,1273.677805829554,0,FEMALE,JD,Machine-op-inspct,Reading,other-relative,90196.25525285835,92605.56626980078,B,C,B,A,B,59277.153521169384,1
211,458,30,CA,100/300,500,672.6529457027933,0,MALE,College,Adm-clerical,Reading,not-in-family,77350.62366900002,19682.230979429914,B,C,C,B,C,58263.13689956507,0
212,287,33,TX,250/500,500,1939.7825227949565,0,FEMALE,Masters,Prof-specialty,Exercise,unmarried,70259.534355449,92310.3157254727,C,A,C,B,A,10940.465609825009,1
213,348,58,CA,100/300,1000,681.0138329844726,0,FEMALE,College,Prof-specialty,Movies,husband,55719.18991176252,34372.58505598651,C,B,B,A,B,34370.038790792525,1
214,322,25,NY,250/500,2000,1893.541895366322,1000000,MALE,High School,Prof-specialty,Chess,husband,42555.384172265185,88076.06297361985,A,C,A,B,B,87501.16818105799,1
215,396,45,NY,250/500,1000,786.5536122468448,1000000,MALE,College,Prof-specialty,Reading,unmarried,63785.188849741324,2604.714364726557,A,A,A,B,A,94256.94896272151,0
216,133,41,CA,500/1000,1000,1863.1625389127714,0,MALE,College,Craft-repair,Exercise,other-relative,21690.877706573887,9058.040042746119,A,C,A,C,B,97206.48268580667,0
217,377,55,IL,500/1000,1000,1178.4593632909869,0,FEMALE,PhD,Adm-clerical,Camping,not-in-family,81735.50495713032,43472.834708626026,B,C,A,A,C,69515.34491941483,0
218,47,19,NY,100/300,500,1388.098371435187,0,FEMALE,College,Adm-clerical,Reading,own-child,41639.56119326137,84796.57098572292,B,A,A,A,A,4253.140137236349,0
219,475,23,FL,500/1000,1000,553.4302091160448,0,FEMALE,PhD,Prof-specialty,Reading,wife,75474.01169298559,44921.72961461701,C,B,B,C,C,48774.84115547645,0
220,222,36,IL,100/300,500,1091.5801070878163,2000000,MALE,Masters,Prof-specialty,Chess,not-in-family,81168.39640289986,83949.7717639724,C,A,A,B,B,24697.5892184079,0
221,278,35,CA,500/1000,500,1240.090095809337,0,MALE,High School,Craft-repair,Movies,other-relative,7532.8858980464265,34075.93153994565,B,B,A,B,A,88852.73613687586,1
222,357,55,IL,500/1000,500,514.1429184512323,0,FEMALE,PhD,Machine-op-inspct,Chess,wife,67545.0057775794,13246.420494118327,B,A,C,A,B,4712.792296566519,0
223,485,41,TX,100/300,500,1491.2849391623931,0,MALE,College,Craft-repair,Camping,unmarried,30275.213407097566,92545.40943836157,C,A,A,C,C,11738.477739140912,0
224,372,56,IL,500/1000,1000,1758.3430640438694,5000000,MALE,Masters,Prof-specialty,Movies,unmarried,35879.51889851425,7650.279018881578,B,A,C,C,A,28979.952394642303,0
225,69,37,CA,250/500,1000,537.17001195187,0,FEMALE,PhD,Prof-specialty,Chess,unmarried,73344.00260948784,70713.50743480382,C,B,A,B,A,70235.38744113137,0
226,149,41,TX,500/1000,500,1238.8034065521072,2000000,FEMALE,PhD,Prof-specialty,Reading,own-child,95739.81096166682,88299.0363086981,A,B,C,B,C,93651.62652456043,0
227,44,73,FL,250/500,2000,550.5970444657836,5000000,FEMALE,Masters,Prof-specialty,Chess,unmarried,80366.40817995476,11996.12447511702,C,C,B,C,C,39123.37207090357,0
228,57,72,FL,100/300,500,1809.9408792475713,0,FEMALE,High School,Craft-repair,Movies,other-relative,29169.692664786417,51912.50461495123,A,A,B,C,B,34493.52490067903,0
229,39,19,NY,100/300,1000,741.2235131275654,0,FEMALE,Masters,Prof-specialty,Exercise,other-relative,70784.8615114424,5282.961311091727,A,C,A,B,A,78379.1384159258,0
230,304,53,IL,500/1000,500,587.7871203097177,0,FEMALE,High School,Machine-op-inspct,Exercise,own-child,32775.41934117606,45890.6900765495,B,A,B,C,B,89871.74343415038,0
231,33,33,CA,500/1000,1000,1786.5468501702558,0,FEMALE,High School,Exec-managerial,Camping,husband,43959.32559100963,78737.40575930894,B,C,B,B,B,9215.562676157979,1
232,485,52,FL,500/1000,1000,1166.761559858723,0,FEMALE,College,Machine-op-inspct,Chess,wife,12305.349957550638,30400.97783304184,A,B,B,C,B,98618.34674665517,0
233,229,24,FL,500/1000,2000,643.1135094517156,0,FEMALE,PhD,Prof-specialty,Reading,not-in-family,83429.0465073119,23325.670091434058,A,B,C,A,B,51219.39707894646,1
234,198,47,IL,250/500,1000,1471.8784341449148,0,FEMALE,Masters,Craft-repair,Camping,other-relative,64689.90436905208,25166.133911026667,B,A,A,A,A,99427.56347722042,0
235,0,52,CA,500/1000,500,1558.3993994867053,0,MALE,High School,Prof-specialty,Camping,not-in-family,86296.67737796475,79125.54288425359,C,B,C,A,B,1765.587324573593,0
236,351,56,CA,100/300,1000,1352.5020085571991,0,FEMALE,Masters,Craft-repair,Camping,other-relative,22350.763057248125,97371.70990214121,B,C,A,A,C,89152.45291154255,0
237,21,60,TX,500/1000,500,998.1929133342776,0,FEMALE,PhD,Exec-managerial,Movies,not-in-family,12932.97976583826,22833.96625783496,B,B,A,A,B,10321.282769418585,1
238,231,33,FL,500/1000,2000,1136.7289205452635,0,FEMALE,Masters,Adm-clerical,Exercise,unmarried,81545.49487621384,6866.002415840233,A,B,B,A,A,77890.82859453328,0
239,194,33,IL,250/500,2000,1932.2612356932832,2000000,MALE,JD,Machine-op-inspct,Movies,husband,87897.66544160785,12589.516225329844,B,C,B,C,A,528.8317690850013,0
240,195,41,FL,500/1000,1000,1301.542510439262,0,MALE,Masters,Exec-managerial,Exercise,unmarried,17192.6698279827,62824.47326236902,A,B,C,A,A,14066.501150758933,0
241,126,31,IL,500/1000,2000,1095.5887936757035,2000000,FEMALE,High School,Prof-specialty,Chess,own-child,64189.76407911443,67610.6923348828,A,C,B,A,C,16515.013761628597,0
242,208,33,NY,250/500,1000,1562.2879170893063,0,FEMALE,College,Craft-repair,Movies,wife,16506.304507958757,44931.27828826735,C,B,C,B,A,60913.94048324746,0
243,226,49,IL,250/500,2000,614.2360021421385,0,FEMALE,JD,Craft-repair,Reading,not-in-family,1453.861414283064,7933.317733784373,B,A,A,B,B,69547.65322169421,0
244,381,69,CA,250/500,1000,935.3417886912825,0,MALE,College,Adm-clerical,Chess,wife,54233.04994242842,92808.88299446253,B,B,C,B,A,9458.473233666744,0
245,214,24,NY,100/300,1000,839.7090557186505,0,FEMALE,College,Exec-managerial,Movies,unmarried,95032.33674024955,92995.55817456811,C,A,C,A,A,40886.27535847936,0
246,220,42,IL,250/500,500,1520.1553164268526,0,MALE,PhD,Machine-op-inspct,Reading,wife,59049.398732315894,39356.58117311609,B,B,C,C,C,70326.47402967648,0
247,440,40,FL,100/300,1000,1405.8691641649857,2000000,FEMALE,College,Craft-repair,Chess,wife,42912.83850696235,82096.2208100916,C,C,C,C,B,90999.89154583585,0
248,449,19,TX,100/300,500,1639.1546644698778,1000000,MALE,College,Machine-op-inspct,Chess,husband,28205.17048812281,89858.85063547571,B,C,B,B,C,19359.913684462128,0
249,365,26,FL,250/500,1000,1140.1586071219708,0,MALE,Masters,Prof-specialty,Reading,other-relative,28147.883207543924,50804.90559606502,B,B,A,A,A,42762.34178170117,0
250,251,54,NY,500/1000,1000,760.9152363504934,0,MALE,JD,Craft-repair,Reading,not-in-family,26307.815677442824,60148.361702846334,A,A,B,B,C,23188.29459896885,0
251,197,59,NY,500/1000,1000,774.2414724261909,0,FEMALE,JD,Craft-repair,Camping,own-child,20916.31817824524,73309.69040634757,C,C,B,B,B,4171.219086962827,0
252,246,49,NY,100/300,2000,1838.3826581417848,0,MALE,Masters,Exec-managerial,Movies,husband,6652.942377772098,89131.20650593766,B,A,C,B,B,45870.67447006625,0
253,49,60,IL,500/1000,2000,612.3412898232581,0,FEMALE,High School,Adm-clerical,Exercise,husband,75708.4069460451,8910.821172723648,B,C,C,B,B,42261.976822488024,1
254,23,39,CA,250/500,1000,1391.1798062518135,0,MALE,JD,Prof-specialty,Reading,unmarried,31535.65745310909,5295.88614005968,C,C,B,B,B,82248.58726193494,0
255,65,35,NY,250/500,2000,847.5097452718512,0,FEMALE,JD,Adm-clerical,Exercise,unmarried,15606.315191477472,67504.99349623432,A,C,A,C,B,89105.28680065744,0
256,395,59,CA,500/1000,1000,821.4166767818556,0,MALE,JD,Exec-managerial,Camping,unmarried,60419.78913221113,4767.148850049519,B,C,C,A,C,35661.79823352508,0
257,121,63,NY,500/1000,500,647.611333221259,0,FEMALE,PhD,Machine-op-inspct,Exercise,own-child,93435.68928371559,10443.742877152117,B,B,C,A,B,70974.61374021771,0
258,388,40,TX,100/300,500,1968.9217793763796,0,FEMALE,JD,Exec-managerial,Reading,unmarried,68848.74299672733,42240.42715342083,B,A,C,A,C,58001.19746984407,0
259,489,26,FL,500/1000,1000,591.477380611988,0,MALE,High School,Exec-managerial,Movies,other-relative,19179.814298321973,18223.01420132899,A,C,A,B,A,77120.14594474183,0
260,78,44,IL,100/300,500,721.627231657499,0,FEMALE,JD,Exec-managerial,Exercise,own-child,41412.32941535111,89883.67001110867,A,A,B,C,B,15058.728446950334,1
261,204,51,TX,500/1000,500,1047.7518976090357,1000000,MALE,High School,Craft-repair,Chess,wife,82516.2381554018,33157.97912211371,C,C,A,C,C,81392.46469799583,0
262,9,26,TX,500/1000,2000,1183.6962497680245,1000000,MALE,JD,Prof-specialty,Exercise,own-child,5064.144114215174,57754.421046310745,B,B,C,C,A,60470.171132550095,0
263,21,38,CA,500/1000,500,1926.1989336094482,0,MALE,High School,Machine-op-inspct,Camping,wife,33657.062584945306,984.6025985262074,A,B,C,A,B,76862.40674508491,0
264,220,34,TX,500/1000,1000,862.68218750498,1000000,MALE,Masters,Adm-clerical,Camping,husband,38783.564227151,51342.59357892916,B,C,B,A,B,42289.797827973845,1
265,240,22,IL,250/500,2000,1581.4671721170898,0,MALE,JD,Machine-op-inspct,Reading,wife,45262.40831399749,81001.64395578498,C,A,C,A,A,1319.8530828712064,0
266,364,31,NY,500/1000,1000,1484.582955276021,5000000,FEMALE,High School,Craft-repair,Movies,own-child,55864.72420274185,96835.92821378872,C,B,C,B,B,91837.64229673371,0
267,390,35,FL,100/300,1000,1276.2421801644255,0,MALE,PhD,Craft-repair,Exercise,other-relative,49368.32697718181,67874.89599537097,C,A,C,A,A,72983.07187105237,0
268,85,41,IL,250/500,1000,899.0910005754649,0,MALE,PhD,Adm-clerical,Reading,other-relative,16267.884665037058,20262.715705773327,C,C,B,C,A,69230.14029266243,1
269,3,68,FL,100/300,500,734.955173582275,0,FEMALE,Masters,Craft-repair,Movies,wife,41693.97034158909,36303.71328903001,A,A,B,A,B,47590.645330737396,0
270,65,26,TX,250/500,500,764.7810204325972,0,MALE,College,Adm-clerical,Camping,own-child,36902.23128489369,15686.571770237135,C,A,B,B,A,4864.000359689159,0
271,341,48,IL,500/1000,2000,1018.9918431528622,0,MALE,PhD,Craft-repair,Exercise,wife,92932.1569620958,33781.39348121673,C,A,B,C,A,14212.758397289863,1
272,184,38,CA,100/300,1000,705.6840441355795,0,MALE,JD,Exec-managerial,Reading,wife,74282.20403183874,56130.69094199612,A,B,C,C,B,44136.51248839484,1
273,87,52,FL,500/1000,500,1997.8709331565371,0,FEMALE,Masters,Craft-repair,Exercise,husband,86608.08051959371,48737.21904877161,B,B,B,C,C,79440.68712901145,0
274,281,43,CA,250/500,1000,1168.7242544746055,0,MALE,High School,Adm-clerical,Exercise,own-child,70964.52054194266,87369.89853828278,B,C,C,C,C,89035.30595643363,0
275,21,34,FL,500/1000,500,1308.4853189388305,0,MALE,High School,Adm-clerical,Chess,wife,5687.360623694937,20393.906625606072,A,A,A,C,A,46052.55552785364,0
276,452,21,TX,100/300,1000,1424.685759293648,0,MALE,High School,Adm-clerical,Camping,unmarried,47405.79886538965,43365.607332438136,C,A,C,C,A,99500.70258501539,0
277,201,24,FL,250/500,1000,793.6760781280409,2000000,MALE,High School,Prof-specialty,Movies,unmarried,77798.29852329948,63208.31413512093,C,A,A,C,A,97989.73217743826,0
278,61,20,NY,250/500,1000,1222.6305779739037,1000000,MALE,JD,Machine-op-inspct,Camping,unmarried,59144.069391919606,98110.00576728898,A,A,C,B,C,36684.794444496685,1
279,274,58,NY,500/1000,500,594.3356091195192,0,MALE,PhD,Machine-op-inspct,Reading,wife,75854.42097129658,21382.30994232203,B,C,C,C,B,6949.368563868484,0
