claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
85,49,41,TX,100/300,500,1955.6578233261462,0,MALE,JD,Craft-repair,Camping,other-relative,87704.69246077495,29009.744676147307,Single Vehicle Collision,Unknown,Minor Damage,None,VA,Northbrook,5,2,YES,2,0,Unknown,32097.96282340811,9158.42139093508,3705.718158656408,13219.852512217058,Saab,2008,0
86,359,21,NY,100/300,1000,668.5788984372887,0,FEMALE,College,Adm-clerical,Movies,other-relative,38106.21467855661,33130.85543233954,Multi-vehicle Collision,Side Collision,Total Loss,Police,PA,Springfield,18,3,YES,3,1,Unknown,27986.3638222938,20238.378794756274,25260.45506092646,79647.09330022016,BMW,2022,0
87,387,29,IL,100/300,1000,902.757375879253,0,FEMALE,Masters,Prof-specialty,Movies,wife,58992.3178273815,329.32288638848337,Single Vehicle Collision,Unknown,Major Damage,Ambulance,NY,Riverwood,8,2,NO,2,2,YES,107800.89233208747,27406.760825707304,25363.43814999587,71575.78073757059,Saab,2009,0
88,1,54,FL,500/1000,2000,1238.6026388065036,1000000,FEMALE,College,Prof-specialty,Chess,husband,87060.08425757117,4676.656825283365,Vehicle Theft,Front Collision,Total Loss,None,NY,Columbus,18,4,NO,2,3,YES,82795.99676185999,14963.377439685553,8985.171569983693,70788.01544457125,BMW,2016,1
89,389,54,IL,250/500,500,1755.0945292156787,0,FEMALE,PhD,Machine-op-inspct,Chess,unmarried,21481.406410413463,31112.61279775227,Parked Car,Unknown,Minor Damage,Fire,VA,Riverwood,18,2,NO,1,2,Unknown,83802.28364696632,12432.384923659583,4818.606222661276,8138.026490727521,Chevrolet,2021,1
90,53,60,NY,250/500,2000,745.5134955945919,2000000,FEMALE,Masters,Adm-clerical,Movies,not-in-family,48574.135661685425,22235.645319191222,Multi-vehicle Collision,Unknown,Total Loss,None,PA,Riverwood,8,4,Unknown,2,0,YES,113001.0408571735,27645.93813562252,2102.753346007997,79147.25699137185,Dodge,2015,0
91,105,23,IL,250/500,1000,915.4319271869148,0,FEMALE,PhD,Craft-repair,Chess,own-child,96074.1821728669,11690.673861515555,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Riverwood,2,3,YES,0,0,Unknown,128318.1335567576,29223.44753215598,17249.293257347577,53716.41728094121,Dodge,2006,0
92,259,56,NY,100/300,1000,598.6973266928585,1000000,MALE,JD,Exec-managerial,Exercise,husband,47360.18014946845,15416.165635395795,Vehicle Theft,Front Collision,Total Loss,None,WV,Springfield,5,3,Unknown,0,0,NO,36225.10314100316,1867.0898338140819,2742.843011996394,42384.98069093854,Chevrolet,2017,1
93,309,73,TX,500/1000,2000,1558.9778990762277,2000000,MALE,High School,Craft-repair,Exercise,not-in-family,25282.94451955403,83553.69613800863,Single Vehicle Collision,Rear Collision,Major Damage,None,PA,Columbus,5,2,NO,0,1,Unknown,83553.16224518725,27685.44207444622,20417.845338617997,82194.12876504115,Dodge,2012,0
94,476,63,IL,100/300,1000,857.3141532134241,2000000,MALE,PhD,Craft-repair,Chess,not-in-family,35107.62387432382,68331.95755127026,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Riverwood,16,1,Unknown,3,0,YES,124428.72906906554,2483.056005656665,20343.79203102439,59977.117588126435,Audi,2018,0
95,190,41,TX,250/500,500,1083.0121260064257,2000000,MALE,JD,Adm-clerical,Reading,wife,88508.41193734466,48411.75310016498,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Springfield,12,4,Unknown,0,3,NO,130982.72859365288,10118.58640150769,18419.622213948736,12059.471064383435,Chevrolet,2005,1
96,401,28,TX,250/500,2000,1165.5521705445017,0,FEMALE,College,Prof-specialty,Movies,wife,95488.30387675503,90887.47762369325,Parked Car,Unknown,Major Damage,Fire,PA,Riverwood,12,2,NO,0,3,YES,43467.703556608234,22877.2236729098,26296.815055892832,46806.39212749766,Saab,2001,0
97,217,30,CA,500/1000,500,1836.9709034096834,0,FEMALE,PhD,Craft-repair,Exercise,other-relative,95010.76426861393,2955.2790941618555,Multi-vehicle Collision,Front Collision,Major Damage,None,VA,Columbus,6,3,NO,2,2,Unknown,16071.001561328123,23311.10945819086,11348.420781873954,57331.831337395895,Chevrolet,2000,0
98,43,51,NY,100/300,500,1116.9954354968552,0,MALE,JD,Prof-specialty,Chess,own-child,69894.23919685712,34493.49359438195,Vehicle Theft,Side Collision,Total Loss,Police,NY,Riverwood,8,2,YES,3,1,YES,35307.0764547281,21774.656720374987,27068.08747873733,80879.70772607392,Saab,1997,0
99,161,42,FL,250/500,500,717.8375298728736,0,MALE,High School,Adm-clerical,Chess,husband,50960.18888246125,82338.37175040589,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Riverwood,17,4,YES,1,1,Unknown,141852.17734517183,1173.374641832051,1107.7610653839254,25262.479740573523,Dodge,2003,1
100,201,24,NY,500/1000,2000,1286.4724075101815,0,MALE,PhD,Adm-clerical,Exercise,other-relative,18268.893490734183,62828.89945853214,Vehicle Theft,Side Collision,Total Loss,None,VA,Northbrook,0,2,Unknown,3,2,YES,69640.71700906452,3988.9814407227987,3382.709637642226,71501.62631970263,Chevrolet,2009,0
101,445,69,FL,100/300,1000,1944.4369919729445,2000000,FEMALE,JD,Machine-op-inspct,Exercise,own-child,12322.101207046455,98168.7434491987,Vehicle Theft,Unknown,Major Damage,Police,PA,Springfield,21,4,NO,3,0,YES,63076.78168812572,28086.494946592455,12366.1668755533,72003.18005474367,Chevrolet,1996,0
102,483,21,NY,100/300,500,1411.5284615762166,0,FEMALE,PhD,Exec-managerial,Reading,unmarried,5976.660764134623,94451.49232882092,Multi-vehicle Collision,Side Collision,Total Loss,Police,OH,Columbus,21,3,YES,1,0,Unknown,2456.1101357644193,2443.8416518767235,17819.790560657202,11611.648685648897,Audi,1998,0
103,269,25,TX,250/500,500,1975.0808306908589,0,FEMALE,High School,Adm-clerical,Chess,unmarried,1771.4909508969256,16994.24910749837,Vehicle Theft,Front Collision,Total Loss,None,NY,Springfield,19,1,YES,1,2,NO,8126.695096741995,2356.377509193499,971.269099180968,1649.2631297529767,BMW,1996,0
104,350,37,IL,250/500,500,1761.6609634083052,2000000,MALE,PhD,Adm-clerical,Chess,other-relative,87811.6722105682,97198.69971956716,Multi-vehicle Collision,Front Collision,Total Loss,None,NY,Northbrook,12,1,Unknown,1,2,Unknown,100470.04145647118,25069.378132736107,17023.034142727924,52368.73166127124,Dodge,2000,1
105,303,46,IL,100/300,1000,553.9486343201193,0,MALE,PhD,Prof-specialty,Camping,husband,80908.63158033445,94553.47859740724,Parked Car,Front Collision,Major Damage,None,WV,Riverwood,7,3,Unknown,2,2,NO,88679.14677438697,19237.972596686584,9221.949494490942,71074.15187755962,Toyota,2006,0
106,270,71,CA,100/300,1000,1487.5993930655627,0,MALE,JD,Adm-clerical,Reading,own-child,56782.138050047084,37361.094507368245,Parked Car,Side Collision,Minor Damage,Police,VA,Columbus,20,3,Unknown,2,2,NO,86541.48062506286,10549.681675355387,26614.404234354875,49943.331107024016,Chevrolet,2001,0
107,455,70,FL,250/500,2000,930.1503163368254,1000000,MALE,Masters,Craft-repair,Exercise,unmarried,99872.3254537714,98288.02916889527,Single Vehicle Collision,Side Collision,Trivial Damage,None,PA,Columbus,22,2,NO,2,1,NO,16993.269965658495,4971.314612148792,15998.537750061927,73219.9389194688,Toyota,2003,0
108,461,68,FL,100/300,1000,1339.4252834670858,0,MALE,PhD,Machine-op-inspct,Exercise,unmarried,95305.20722016411,3584.4152324560728,Parked Car,Side Collision,Minor Damage,Ambulance,PA,Springfield,8,3,YES,0,1,NO,53133.14485002035,26525.112596784445,17636.817246523013,56045.05232802952,Mercedes,2000,0
109,214,62,FL,250/500,2000,919.0177863968398,0,FEMALE,Masters,Machine-op-inspct,Movies,husband,65510.897071470645,66075.05549132981,Vehicle Theft,Front Collision,Total Loss,Police,VA,Riverwood,0,3,YES,1,0,Unknown,121947.54172670211,29656.132728855366,28368.6543334465,58830.9833143398,Toyota,2016,1
110,251,63,TX,100/300,2000,1023.3056249079356,5000000,FEMALE,College,Craft-repair,Exercise,other-relative,46457.456704025346,26614.780426440877,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbrook,8,4,YES,2,1,Unknown,26649.227975537273,1499.1518532848747,22925.13079963781,2631.08287605105,Volkswagen,1999,0
111,189,27,FL,250/500,2000,1884.753067631269,2000000,FEMALE,PhD,Adm-clerical,Chess,wife,15217.07161131296,12946.309659531962,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Riverwood,19,2,Unknown,2,1,NO,132461.74402187424,16623.401462706053,13148.19798440297,8064.978442456407,Toyota,2020,0
112,295,60,IL,500/1000,2000,809.964777337558,2000000,FEMALE,Masters,Exec-managerial,Exercise,not-in-family,51559.38052543524,57753.49249438466,Multi-vehicle Collision,Side Collision,Trivial Damage,None,PA,Springfield,22,4,NO,3,1,NO,18661.005902161025,7839.107547174452,14306.388448680582,65280.162632657135,BMW,2021,0
113,212,51,TX,250/500,2000,1811.1636770387456,0,FEMALE,College,Adm-clerical,Chess,own-child,15774.367288552727,30635.030818519437,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Columbus,10,2,Unknown,2,2,NO,25787.824853536225,24971.60500649112,19437.716056781966,68679.61108562839,Chevrolet,2022,1
114,207,74,NY,250/500,500,545.6867121057452,2000000,MALE,JD,Machine-op-inspct,Chess,unmarried,39845.1304246189,66682.5343811151,Multi-vehicle Collision,Unknown,Minor Damage,None,NY,Columbus,19,2,Unknown,1,1,NO,71923.61919248241,10382.192753244171,6005.976499515393,48841.800227982894,Audi,2020,0
115,236,43,FL,500/1000,1000,636.3148075544725,0,FEMALE,PhD,Exec-managerial,Reading,not-in-family,94264.81084327509,53998.10521144202,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,3,1,NO,1,0,NO,141822.33571505634,21438.878675590197,2659.525214823679,53155.84495784801,Saab,1998,1
116,337,58,FL,100/300,500,1782.0125620763954,0,MALE,JD,Prof-specialty,Exercise,not-in-family,34197.898933563745,39258.940090865945,Parked Car,Front Collision,Total Loss,Ambulance,NY,Riverwood,15,1,NO,0,1,NO,49767.37788274083,16185.702645788313,9337.095478368552,55331.48900207247,Ford,2004,0
117,366,66,NY,500/1000,2000,1445.8340463637928,0,FEMALE,College,Prof-specialty,Reading,wife,15278.72736434671,18182.216131489793,Multi-vehicle Collision,Side Collision,Trivial Damage,None,OH,Riverwood,13,3,Unknown,0,2,YES,98903.5900369283,16245.701447849107,23351.48393808691,9538.719564970052,Saab,2021,0
118,52,20,FL,250/500,1000,1620.8542070593253,0,MALE,JD,Adm-clerical,Chess,not-in-family,58239.66042362146,60125.019747217666,Vehicle Theft,Rear Collision,Total Loss,Fire,OH,Riverwood,19,2,NO,3,1,NO,88506.3527703669,25739.98293541264,7719.713963098531,60144.98352215862,Saab,2014,1
119,279,73,NY,100/300,500,814.1265062327814,0,MALE,JD,Adm-clerical,Exercise,husband,60236.417412747214,82923.06294755517,Single Vehicle Collision,Side Collision,Minor Damage,None,VA,Northbrook,21,3,Unknown,0,3,YES,22868.58415683335,14112.132777736926,3922.776010077591,43114.45091090833,BMW,1998,0
120,409,23,TX,500/1000,500,1305.6251833851552,0,MALE,High School,Exec-managerial,Exercise,other-relative,19380.424246791583,60000.44685092812,Parked Car,Side Collision,Minor Damage,Fire,NY,Northbrook,20,4,YES,1,0,Unknown,37600.951758427414,25367.98602433442,6570.677953867807,54266.815604186384,BMW,1999,0
121,216,22,IL,100/300,2000,1605.8288353569571,0,MALE,College,Exec-managerial,Reading,own-child,19658.658758196023,61052.255577368574,Parked Car,Front Collision,Major Damage,None,NY,Northbrook,17,3,NO,0,1,Unknown,139557.8395102514,10902.804841127263,20369.18736017119,50726.450410065976,Toyota,2011,0
122,251,22,NY,100/300,500,1440.9712055153936,0,MALE,JD,Adm-clerical,Reading,husband,98954.9791324827,51183.736414776824,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Northbrook,21,4,YES,0,0,NO,28132.028736138378,5243.488273929151,18418.441700805564,68693.7223360181,Audi,2012,0
123,187,71,CA,500/1000,500,1207.5481503368142,1000000,MALE,Masters,Machine-op-inspct,Chess,other-relative,24328.107286221202,38824.01173282917,Multi-vehicle Collision,Side Collision,Trivial Damage,Ambulance,WV,Springfield,21,1,NO,2,2,Unknown,104403.97851838943,13664.321329698454,20649.449918893086,28739.286908066722,BMW,1997,0
124,379,64,NY,100/300,500,1939.6756796565721,0,FEMALE,College,Prof-specialty,Chess,husband,83819.20347835841,45745.804163354616,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,8,1,Unknown,1,0,Unknown,144721.82514874553,14950.673441310666,9658.74368041146,33680.009431563936,Mercedes,2017,0
125,492,40,FL,500/1000,500,1514.236000180168,0,MALE,High School,Exec-managerial,Exercise,unmarried,47032.38255459795,98954.1757120082,Vehicle Theft,Rear Collision,Trivial Damage,Ambulance,VA,Columbus,0,4,Unknown,3,3,NO,18366.145834240575,14351.495929133744,27025.68380799815,35305.40695655971,Chevrolet,2007,0
126,40,66,TX,250/500,500,1861.6262003618567,0,MALE,PhD,Machine-op-inspct,Exercise,unmarried,43498.9238912728,74966.85021052901,Vehicle Theft,Front Collision,Trivial Damage,Ambulance,PA,Springfield,22,4,Unknown,0,3,Unknown,60177.707533003515,24249.912356378467,13553.110719844362,68644.80331574372,Audi,2023,0
127,156,26,TX,100/300,2000,1594.6557673605218,0,FEMALE,JD,Adm-clerical,Camping,wife,29496.241616375242,43055.94639799945,Vehicle Theft,Rear Collision,Total Loss,None,PA,Springfield,2,4,Unknown,0,0,Unknown,33977.85559418922,16940.368243802914,15411.39095780831,38857.024700092865,Mercedes,1995,0
128,14,52,NY,250/500,2000,1603.1952928965247,0,MALE,Masters,Craft-repair,Camping,husband,77382.57968923308,45729.639995452046,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,VA,Northbrook,19,3,Unknown,3,2,NO,33623.44685197916,26653.32215276409,28464.239280063815,16019.021975834918,Toyota,2013,1
129,300,37,IL,250/500,500,620.027404636519,0,FEMALE,High School,Exec-managerial,Movies,not-in-family,88066.08784415548,49963.200774974226,Vehicle Theft,Unknown,Minor Damage,Police,VA,Riverwood,0,4,Unknown,3,0,NO,18288.383677952283,15425.564847478263,29378.31803834927,88475.38324049089,Chevrolet,2017,0
130,64,66,CA,100/300,2000,1039.1969327809154,0,FEMALE,College,Craft-repair,Chess,unmarried,26112.74615590803,65931.41943788128,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,2,2,NO,1,1,NO,97607.90200672414,6741.452486460128,19846.28177749655,44455.029570412844,BMW,2016,1
131,344,59,TX,500/1000,2000,1787.5541100794876,5000000,MALE,JD,Machine-op-inspct,Movies,other-relative,9509.666934911398,46595.823421551475,Parked Car,Front Collision,Total Loss,None,NY,Springfield,13,4,NO,3,1,YES,112078.3547316514,3884.8752078825787,28344.395777273734,9921.402675730067,Saab,1996,1
132,326,52,FL,100/300,1000,848.905793223134,0,MALE,High School,Prof-specialty,Movies,wife,13691.955288560986,68617.91184392435,Parked Car,Unknown,Minor Damage,Ambulance,PA,Riverwood,13,1,YES,0,0,NO,101680.6895484469,26050.884628338626,16245.221590213298,60357.71854374394,Volkswagen,1998,0
133,8,67,FL,250/500,500,673.2587992346993,0,FEMALE,High School,Machine-op-inspct,Reading,not-in-family,79280.35347662441,32918.78066478478,Multi-vehicle Collision,Front Collision,Total Loss,Fire,PA,Northbrook,22,4,NO,1,1,Unknown,138736.14041406335,1685.1839670663514,9218.488367003152,66550.69594181069,BMW,2010,1
134,343,35,IL,250/500,2000,989.1590849581901,0,MALE,Masters,Prof-specialty,Reading,own-child,43582.69113196258,41063.9632021124,Vehicle Theft,Rear Collision,Total Loss,Fire,WV,Springfield,21,1,NO,1,1,NO,22278.981903349097,3528.288357592868,9452.78567899624,45070.033217909695,Toyota,2010,0
135,128,34,TX,500/1000,2000,830.656827338921,0,FEMALE,PhD,Machine-op-inspct,Camping,husband,13191.465841072291,86405.31247038473,Vehicle Theft,Side Collision,Minor Damage,Police,PA,Columbus,12,1,YES,3,2,YES,48316.88332105843,1909.7555675292322,16768.217696470365,58216.50392313119,BMW,2011,0
136,491,41,NY,100/300,500,1887.9322921897328,0,MALE,PhD,Exec-managerial,Movies,unmarried,34028.820641962455,32890.565470154266,Multi-vehicle Collision,Front Collision,Total Loss,Fire,VA,Columbus,0,3,YES,1,0,Unknown,52013.635050517165,12712.025915454607,18151.083619655954,15623.470316997422,Toyota,2022,0
137,135,20,FL,250/500,1000,1801.9499630031967,0,FEMALE,PhD,Exec-managerial,Camping,not-in-family,51423.548285305296,96443.67331750017,Parked Car,Unknown,Minor Damage,None,VA,Columbus,14,4,Unknown,0,1,YES,35196.27452511225,15978.468491807804,13188.512097592467,33176.22243670606,Ford,2015,0
138,471,49,IL,250/500,500,1249.5248454243563,0,MALE,College,Craft-repair,Chess,other-relative,85205.16838450082,17250.494698489292,Single Vehicle Collision,Side Collision,Total Loss,None,WV,Springfield,19,1,YES,0,0,Unknown,21759.63915146651,596.241930678022,26513.144505355314,14648.391443108296,Dodge,2006,0
139,62,52,TX,250/500,1000,592.015811725802,5000000,MALE,High School,Machine-op-inspct,Exercise,husband,64174.3254225175,24167.981570717267,Parked Car,Rear Collision,Minor Damage,Ambulance,OH,Columbus,6,2,YES,0,0,NO,73262.16965097643,15467.58500674813,12800.883561406516,34912.44954719627,BMW,1996,0
140,138,55,TX,500/1000,500,1571.8435191397343,1000000,FEMALE,College,Machine-op-inspct,Reading,other-relative,17603.280108000075,46367.97507549079,Vehicle Theft,Side Collision,Major Damage,Ambulance,OH,Northbrook,15,4,NO,1,1,YES,125248.72439309055,11812.784138718782,8202.709409930036,50695.76694460403,Audi,2018,0
141,498,30,TX,250/500,500,1435.1175970043969,0,FEMALE,High School,Craft-repair,Chess,wife,15870.271235833645,79740.87260553696,Parked Car,Unknown,Minor Damage,None,VA,Columbus,19,4,Unknown,3,2,NO,143203.68897769606,23209.355473676944,239.45635030619417,39884.29270565401,BMW,2004,1
142,80,73,TX,250/500,500,1955.8320060927438,1000000,FEMALE,Masters,Adm-clerical,Chess,unmarried,41233.42156333225,73157.54776283336,Vehicle Theft,Side Collision,Major Damage,Fire,OH,Northbrook,22,1,YES,0,2,Unknown,19836.424516665404,24898.698652386694,29117.078344729103,53430.01418214308,Audi,2000,0
143,391,64,TX,100/300,500,1338.4298604055655,0,FEMALE,Masters,Machine-op-inspct,Reading,unmarried,7519.284770175638,17446.601761438975,Parked Car,Unknown,Total Loss,Fire,OH,Columbus,20,3,Unknown,2,3,NO,123562.00559687402,20549.02309158616,24729.398494288333,45208.14968583281,Mercedes,2006,1
144,162,42,FL,100/300,1000,1004.5905851043641,2000000,MALE,College,Machine-op-inspct,Reading,wife,75557.7195283873,23668.502596783692,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,0,3,Unknown,3,0,NO,123774.8778833086,14204.866059498718,18466.78754055987,28671.512168817895,Saab,2006,1
145,418,26,IL,250/500,1000,1278.5325403678337,0,FEMALE,College,Machine-op-inspct,Movies,other-relative,40145.38203037721,57526.29890508375,Vehicle Theft,Front Collision,Total Loss,Ambulance,PA,Springfield,14,4,YES,1,3,Unknown,58652.22917210876,6484.457851259644,24916.26761710384,12993.098231078991,Chevrolet,2011,0
146,288,21,TX,250/500,2000,1968.8949371067745,0,FEMALE,Masters,Adm-clerical,Camping,husband,34302.37727813903,29516.474529870295,Single Vehicle Collision,Unknown,Total Loss,Fire,PA,Northbrook,19,4,YES,0,2,YES,16949.428809745394,25413.446019076804,24308.676907528315,22815.290241772822,Ford,2012,1
147,378,31,CA,100/300,500,1544.5436487995457,1000000,MALE,JD,Exec-managerial,Chess,other-relative,50910.83323914358,42232.532447960344,Single Vehicle Collision,Front Collision,Minor Damage,Fire,OH,Springfield,14,3,YES,1,1,Unknown,148506.19701015626,10250.074201332505,27955.523406774755,18144.12134532453,Toyota,1998,0
148,260,54,CA,500/1000,1000,1507.9642068905769,1000000,MALE,PhD,Craft-repair,Movies,husband,70895.68037628477,48659.41754870289,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Riverwood,18,3,YES,0,1,Unknown,98511.15806405839,10688.756615848475,11582.030500811246,63697.264202794875,Volkswagen,1997,0
