claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,destination_risk,trip_duration_days,incident_category,travel_insurance_type,booking_lead_time_days,total_claim_amount,fraud
156,195,51,NY,250/500,500,594.4287344774918,2000000,FEMALE,PhD,Adm-clerical,Reading,not-in-family,82988.9864090857,17903.67510802526,A,A,A,A,A,1746.6167270867425,1
157,438,73,NY,500/1000,500,508.1199094643729,0,FEMALE,Masters,Craft-repair,Exercise,husband,16729.72849604981,30353.407612141036,B,C,A,C,B,1923.3160712652443,0
158,135,49,IL,100/300,500,1851.227877347391,1000000,MALE,High School,Exec-managerial,Camping,wife,35293.04255310562,35571.30295185416,A,B,A,B,A,1140.966054598976,1
159,245,64,IL,100/300,2000,938.4521392767467,0,MALE,College,Craft-repair,Exercise,wife,9403.111155281807,22518.527538958144,B,A,A,B,C,8012.400362651911,0
160,441,36,TX,100/300,500,1234.3779780101236,1000000,MALE,High School,Machine-op-inspct,Chess,husband,27125.762597610836,74638.53632526052,A,C,C,B,A,244.1998820855814,0
161,53,60,NY,500/1000,2000,955.8070629458418,0,MALE,JD,Adm-clerical,Chess,other-relative,47981.63459222499,5525.550921563716,C,B,B,C,C,7905.182369452536,0
162,4,19,FL,100/300,500,1198.528638902028,0,MALE,Masters,Craft-repair,Chess,not-in-family,91826.40818998794,45234.408493274306,B,B,C,B,A,6728.163400480526,0
163,466,54,IL,500/1000,500,1322.3129406682729,1000000,MALE,PhD,Exec-managerial,Chess,husband,20840.86040215445,93327.58508711129,C,B,B,C,C,7042.088790261956,0
164,171,31,TX,500/1000,500,1644.2072150228908,1000000,MALE,JD,Machine-op-inspct,Camping,husband,69004.94376481659,77208.53556932842,B,A,C,B,A,7694.638904233584,0
165,218,26,FL,500/1000,500,1061.6851589643043,0,FEMALE,JD,Adm-clerical,Movies,unmarried,70729.29557262703,23251.759833964792,C,C,B,C,C,951.8076899087528,1
166,262,46,NY,250/500,1000,1500.845536913594,0,FEMALE,Masters,Machine-op-inspct,Movies,other-relative,12014.257445433352,5905.899163698303,A,A,C,A,B,1567.484157406011,0
167,247,36,TX,100/300,500,794.8223377198935,2000000,MALE,College,Machine-op-inspct,Reading,other-relative,97532.96675117115,77459.04175110236,C,B,B,A,C,5572.3024447019625,0
168,261,35,TX,500/1000,500,837.8837322841173,0,FEMALE,College,Craft-repair,Chess,own-child,17111.877685443855,12263.605243208409,A,A,C,A,A,1546.4679276235618,0
169,55,60,NY,100/300,1000,1624.1741532039232,1000000,MALE,PhD,Machine-op-inspct,Chess,not-in-family,5642.666237403681,348.75184035373377,C,B,A,B,C,3582.6062824829123,0
170,146,56,FL,500/1000,500,1996.1598605502936,0,MALE,College,Exec-managerial,Reading,other-relative,96758.61974928348,4148.697234092858,A,A,A,A,C,6398.381299284407,0
171,376,71,FL,500/1000,1000,960.7703655810817,5000000,FEMALE,College,Exec-managerial,Exercise,unmarried,37623.41598221621,61808.99119712634,C,C,C,A,C,401.9731652571632,0
172,293,67,IL,100/300,1000,871.975423948853,0,MALE,College,Exec-managerial,Chess,own-child,28736.196783277766,12893.0354171919,C,C,A,B,C,5414.141171171051,1
173,352,61,IL,250/500,1000,1435.4578893525982,0,MALE,Masters,Prof-specialty,Camping,unmarried,29173.87114122646,20505.063599617068,B,B,A,B,C,3486.796057266056,0
174,480,63,CA,500/1000,500,1440.3847247461918,0,MALE,JD,Machine-op-inspct,Reading,other-relative,1453.9114597481805,4046.9126458990922,C,A,A,C,B,6350.362331527198,0
175,445,46,FL,500/1000,2000,1826.5153660316914,1000000,MALE,High School,Machine-op-inspct,Movies,wife,67168.26983647078,54151.885741032456,B,C,A,C,A,5817.034479916817,0
176,324,37,CA,250/500,500,860.8352682294856,0,FEMALE,High School,Prof-specialty,Camping,not-in-family,76124.3417810438,8508.238932847622,B,B,A,C,B,4183.54697624139,0
177,335,63,CA,500/1000,2000,1589.5736207786101,0,FEMALE,College,Prof-specialty,Camping,husband,44438.80558599201,23295.9938256296,C,A,C,A,A,4374.1018773098385,0
178,302,34,FL,250/500,1000,1037.3354179622183,0,MALE,College,Prof-specialty,Chess,husband,21433.140544874863,47939.37538924449,C,B,A,C,B,4398.798547239082,0
179,393,55,IL,100/300,2000,1313.6005267594105,0,FEMALE,JD,Exec-managerial,Reading,husband,45106.39698601312,1921.0880732599244,B,C,A,C,B,7513.60570266541,1
180,50,66,CA,100/300,2000,1038.9121387244327,0,MALE,PhD,Adm-clerical,Movies,wife,94193.16115927117,51443.17958788023,A,A,C,A,A,1170.6021476273252,1
181,6,42,TX,100/300,1000,1572.4786725646359,0,FEMALE,College,Prof-specialty,Movies,other-relative,16144.901757881958,16428.892693398622,C,C,C,B,C,3917.0884272911517,0
182,15,60,TX,500/1000,2000,1540.3901860826625,0,FEMALE,High School,Machine-op-inspct,Exercise,own-child,6738.223168530655,60543.92239183828,B,C,A,C,C,4965.918947073128,1
183,29,24,FL,250/500,1000,1566.2351221912716,0,FEMALE,College,Machine-op-inspct,Reading,unmarried,35731.52077171474,25774.287338651102,C,A,B,A,A,1102.670268310495,0
184,61,61,NY,250/500,2000,799.0461264274497,0,MALE,High School,Adm-clerical,Camping,husband,90632.20577375525,81602.57837816062,C,B,C,A,A,1606.1692646800848,1
185,164,66,TX,250/500,1000,997.2265398619111,0,MALE,College,Machine-op-inspct,Chess,husband,37069.29712945396,68364.03217815024,B,C,B,C,B,8702.210305631865,0
186,141,49,FL,500/1000,1000,1781.5161035268418,0,MALE,Masters,Exec-managerial,Camping,other-relative,72336.80771702304,56120.681538308134,A,A,B,C,A,4972.776862552712,0
187,431,73,NY,100/300,500,908.4264479124427,0,FEMALE,College,Adm-clerical,Reading,husband,3771.89140914046,63766.09550741328,C,B,B,C,A,6531.50627888752,0
188,359,31,FL,500/1000,1000,1501.754467255979,1000000,FEMALE,College,Craft-repair,Exercise,other-relative,33860.7241078516,99898.48436899092,A,B,C,C,C,1813.2890262578976,0
189,272,53,NY,250/500,500,1401.8419002679425,5000000,FEMALE,High School,Adm-clerical,Movies,own-child,58567.278539526334,40088.256279562585,A,C,A,A,A,6533.74771316376,1
190,391,28,IL,250/500,1000,1464.5411014532638,0,MALE,JD,Prof-specialty,Chess,wife,51758.38565314983,34627.40843537382,A,A,A,C,A,249.8417828968071,0
191,396,59,IL,500/1000,1000,1977.700867252412,0,FEMALE,Masters,Exec-managerial,Movies,not-in-family,55278.902400671446,56089.04561773267,B,A,A,B,C,3677.5829642078193,0
192,156,50,TX,250/500,500,1389.5778890483,0,FEMALE,Masters,Exec-managerial,Exercise,unmarried,42319.271152489855,7356.207099649925,C,A,B,B,C,8532.21477238279,0
193,322,67,FL,250/500,500,1759.8806663500989,1000000,FEMALE,JD,Prof-specialty,Camping,not-in-family,61452.20409594968,7152.056979619181,C,C,B,A,C,1624.6515154912277,0
194,199,33,NY,100/300,2000,1502.4873846237904,0,FEMALE,Masters,Adm-clerical,Movies,other-relative,82642.79047885678,61027.84537847682,C,B,C,B,A,203.83740270828193,1
195,479,20,TX,250/500,500,934.4408721032496,1000000,MALE,PhD,Machine-op-inspct,Reading,other-relative,8102.439896411517,72791.0591907836,C,C,A,C,B,2931.462362823421,0
196,388,44,TX,100/300,500,677.7980702988303,0,FEMALE,PhD,Machine-op-inspct,Reading,husband,38835.72049120497,74749.28526957735,A,A,A,A,B,492.35526815366944,0
197,74,59,FL,500/1000,1000,1020.5601765180832,0,FEMALE,College,Adm-clerical,Exercise,unmarried,72148.53743943034,67432.26864292871,A,C,A,B,C,4141.898888977294,1
198,445,64,FL,250/500,2000,508.66837778072994,0,FEMALE,PhD,Craft-repair,Movies,unmarried,79088.89935489933,74892.59210504987,C,B,A,B,C,4530.306077362066,0
199,163,27,IL,250/500,1000,1589.2300646104993,0,MALE,JD,Craft-repair,Camping,husband,62311.78410159559,35995.19827428874,C,C,C,C,B,7815.759233229421,0
200,418,24,TX,250/500,2000,628.1146282713188,5000000,FEMALE,JD,Adm-clerical,Chess,husband,39293.383832141626,77138.77652697777,C,B,B,C,A,8896.521542569571,1
201,220,64,CA,500/1000,500,1614.4623105904511,1000000,MALE,College,Adm-clerical,Chess,husband,26439.27831444167,22186.44920990902,B,C,A,A,B,2120.784774906887,0
202,433,37,TX,250/500,500,1557.899723370393,1000000,MALE,High School,Adm-clerical,Camping,own-child,49320.71365020933,31687.811693370637,C,C,A,C,B,8498.434183653102,1
203,4,22,FL,500/1000,2000,1127.592733363273,0,FEMALE,High School,Adm-clerical,Movies,unmarried,34460.350559300234,3587.898268706524,A,B,B,B,B,3354.1097698163207,0
204,268,37,FL,100/300,500,1997.006831053597,0,MALE,High School,Machine-op-inspct,Chess,other-relative,67497.96484274128,88556.7875407053,A,B,C,C,A,4457.1373448856075,0
205,23,27,CA,250/500,1000,897.3853039548303,0,FEMALE,Masters,Craft-repair,Exercise,unmarried,71402.69930408378,68948.1661816167,B,B,B,B,B,3101.523972984992,0
206,82,22,TX,250/500,1000,1920.4558262912497,1000000,MALE,High School,Prof-specialty,Chess,own-child,53009.12797061843,92474.74670983398,C,C,B,C,A,6042.180723735391,1
207,489,55,IL,500/1000,2000,1263.8508532946241,2000000,MALE,PhD,Craft-repair,Chess,other-relative,80724.9326806501,32369.561106174682,B,A,B,C,B,8457.842612358922,0
208,344,21,TX,500/1000,1000,1685.8586371320703,0,FEMALE,College,Exec-managerial,Chess,not-in-family,12301.688768687813,87805.35556770032,B,A,A,C,B,3081.3405939641184,0
209,350,73,IL,250/500,1000,1089.4381062222283,0,FEMALE,JD,Exec-managerial,Exercise,not-in-family,88623.06270398463,55840.585621644146,B,A,B,B,B,2384.0555126058434,0
210,280,34,FL,250/500,1000,545.1275721411498,0,FEMALE,JD,Exec-managerial,Reading,unmarried,12646.932455190396,80000.80963845029,A,A,C,C,B,3065.753467657319,0
211,392,59,TX,500/1000,2000,1957.7311151754602,0,FEMALE,College,Exec-managerial,Exercise,wife,68381.54242497426,52089.84834860245,A,C,B,C,B,5276.811807645127,0
212,279,46,CA,250/500,2000,818.4402105757949,0,FEMALE,JD,Machine-op-inspct,Exercise,unmarried,40078.667951469084,2052.2152269737635,C,B,B,C,C,9127.873794447496,1
213,357,50,IL,500/1000,2000,1175.351701926851,0,FEMALE,Masters,Machine-op-inspct,Reading,not-in-family,44643.25183102157,49556.767468752136,A,C,A,B,B,6784.862131461648,0
214,283,43,IL,100/300,2000,1923.830143990659,0,MALE,College,Machine-op-inspct,Movies,wife,92474.05441409224,76136.62730799228,A,C,B,B,B,807.0236821110283,0
215,437,70,TX,500/1000,2000,1260.5377631683234,0,MALE,JD,Craft-repair,Camping,other-relative,53246.51057822437,96966.9427335969,C,C,A,B,A,897.9627099735942,0
216,453,67,FL,250/500,1000,1802.853267732707,0,FEMALE,JD,Prof-specialty,Exercise,other-relative,15662.594421918508,61429.10610396998,C,C,A,B,B,8825.681307461506,0
217,85,34,FL,250/500,500,995.5471448432409,0,MALE,High School,Exec-managerial,Exercise,not-in-family,70853.81710035953,70660.98418138313,C,B,A,A,B,8326.263153225631,1
218,273,62,TX,250/500,2000,1747.7723167611698,0,MALE,High School,Adm-clerical,Camping,other-relative,87905.54565201189,90702.73601866297,B,A,B,B,A,9442.053261588046,0
219,180,63,CA,500/1000,1000,1922.789765307494,0,MALE,Masters,Adm-clerical,Exercise,unmarried,92504.27178916715,77106.52928125631,B,C,C,B,C,3391.81142878829,0
220,200,63,IL,100/300,2000,1300.7658340749376,0,FEMALE,College,Prof-specialty,Camping,unmarried,40223.41031319995,83520.85090496854,C,B,C,B,B,4967.591623580366,0
221,59,47,NY,250/500,2000,1836.1969765439221,1000000,MALE,College,Machine-op-inspct,Chess,husband,81320.99119993128,72156.82334867517,C,B,C,B,C,7035.418550152853,0
222,196,22,CA,500/1000,500,1036.7842156783022,0,MALE,Masters,Exec-managerial,Exercise,other-relative,72982.42693983424,54067.41058042445,A,B,B,C,A,3229.021326803856,1
223,416,26,NY,100/300,2000,1797.13395685548,0,MALE,College,Adm-clerical,Chess,not-in-family,89815.31542097451,70736.19857648434,C,A,A,A,B,2680.183513036217,0
224,392,33,FL,250/500,2000,905.2597742028754,0,MALE,Masters,Prof-specialty,Exercise,other-relative,74236.29471165914,13854.376778713651,C,C,A,C,A,2015.3035843715677,0
225,434,57,CA,100/300,1000,992.3033405599135,0,FEMALE,PhD,Exec-managerial,Chess,own-child,84725.41659083862,11104.780491480582,A,C,A,B,B,8602.285599925439,1
226,82,55,NY,100/300,500,860.1112791078178,2000000,MALE,PhD,Machine-op-inspct,Reading,other-relative,41655.39987411686,39033.05708697697,A,A,B,C,A,7794.226329098423,1
227,302,39,CA,500/1000,1000,1425.20403657846,0,MALE,JD,Prof-specialty,Reading,own-child,48482.265222738155,13017.435869082705,A,B,B,A,C,4725.2634333166025,0
228,52,30,FL,100/300,2000,1577.191816854255,0,FEMALE,High School,Exec-managerial,Camping,husband,20694.864496619724,40950.625240758396,A,B,C,A,B,8869.35181533711,0
229,324,57,FL,100/300,500,1345.1505560233663,0,FEMALE,College,Exec-managerial,Exercise,not-in-family,64736.43374442963,90493.74973103362,C,A,C,A,C,9863.903468832237,0
230,433,19,IL,250/500,1000,552.2089273907319,0,MALE,PhD,Exec-managerial,Exercise,not-in-family,11573.118491011048,78453.97018999176,B,A,C,A,B,1269.060330577657,1
231,188,70,NY,100/300,2000,1870.1452492120368,0,FEMALE,JD,Exec-managerial,Chess,unmarried,27756.60396297457,27684.689727492194,A,A,C,B,C,3276.3892695719474,0
232,389,30,IL,500/1000,500,1837.9712995834125,0,MALE,Masters,Exec-managerial,Camping,wife,71700.20024481125,92916.08783243783,B,B,A,A,B,8635.09474177485,0
233,476,38,FL,100/300,1000,1126.3076880873011,5000000,MALE,College,Adm-clerical,Exercise,other-relative,90474.74398373772,6978.573846677361,A,C,C,B,B,6631.198107079501,0
234,296,66,CA,500/1000,500,1284.2031490843133,5000000,FEMALE,JD,Exec-managerial,Camping,husband,80064.57517177482,51426.57189372784,A,B,B,A,A,6037.717616516734,0
235,61,56,TX,250/500,1000,863.2972520330288,0,FEMALE,JD,Prof-specialty,Exercise,not-in-family,57300.61112205861,16242.1385156018,A,C,A,A,B,5590.398004078907,0
236,156,39,CA,250/500,500,1200.3958776120612,0,MALE,Masters,Machine-op-inspct,Movies,unmarried,93198.56786787369,33437.60878158143,C,A,A,A,B,4683.3693861711145,0
237,242,59,NY,250/500,500,1533.4888712922948,0,MALE,High School,Craft-repair,Exercise,husband,63647.249070723214,37991.49152913163,C,A,A,A,A,7326.011288797613,0
238,180,42,CA,250/500,2000,1386.8464302624539,5000000,FEMALE,PhD,Adm-clerical,Reading,husband,21477.20133721478,42677.11570800888,A,A,A,A,B,541.4039920818977,0
239,33,72,CA,100/300,2000,1863.2133522659724,0,FEMALE,Masters,Adm-clerical,Exercise,other-relative,43225.94446446124,68724.09679005732,B,B,A,A,A,5825.026593269897,0
240,149,70,FL,100/300,2000,512.0333262480708,0,FEMALE,JD,Craft-repair,Camping,other-relative,86739.62656346154,66157.67012326168,A,B,A,B,B,6451.482927217057,0
241,123,20,NY,250/500,500,1966.844899336177,0,FEMALE,High School,Adm-clerical,Camping,own-child,92488.1879690606,53361.46065403137,C,A,A,C,B,3723.326387670083,0
242,82,68,TX,100/300,500,1374.583066041489,0,FEMALE,JD,Prof-specialty,Movies,wife,91177.75955410923,26863.66006525891,A,B,B,C,C,5028.072182752132,0
243,475,41,FL,500/1000,2000,1033.7030224400928,1000000,FEMALE,College,Prof-specialty,Reading,own-child,4195.291732795825,35707.77666569151,A,C,C,C,C,1740.059383524762,1
244,37,35,FL,500/1000,500,607.4484975631872,1000000,MALE,College,Adm-clerical,Chess,not-in-family,64434.670644315884,19114.46413942173,A,A,A,C,A,8057.896633311846,0
245,386,44,CA,250/500,2000,1951.5133662241474,1000000,FEMALE,High School,Exec-managerial,Exercise,not-in-family,49831.53193472143,6440.219461420004,A,C,C,C,C,5637.172095311621,0
246,436,54,CA,100/300,1000,1775.110687347203,0,MALE,JD,Exec-managerial,Exercise,other-relative,44439.24129947747,35348.46760636307,B,A,A,C,A,5587.4418945390735,0
247,431,56,FL,100/300,2000,1274.486217909042,0,MALE,PhD,Machine-op-inspct,Chess,own-child,7558.740498682803,56823.78190797741,B,A,A,C,B,9025.374962311342,0
248,409,53,IL,100/300,2000,1626.3348162410653,0,FEMALE,College,Craft-repair,Movies,own-child,38213.72441357732,52492.22203177,B,B,B,B,C,4403.413385725238,1
249,281,65,NY,250/500,500,1863.623275584114,0,FEMALE,PhD,Craft-repair,Movies,unmarried,46539.88577622219,64803.32787312766,C,B,B,A,C,4899.074224666902,0
250,196,43,TX,500/1000,1000,1323.793648924791,0,MALE,PhD,Craft-repair,Exercise,husband,30239.665992035138,27376.52796370986,B,B,B,B,B,4726.0000060263665,1
251,155,66,FL,100/300,500,1161.121966261014,1000000,FEMALE,PhD,Exec-managerial,Reading,not-in-family,77879.03357236754,46398.498474494176,C,A,C,C,A,2555.6766321849555,0
252,403,48,TX,500/1000,1000,601.8144699335638,0,FEMALE,High School,Machine-op-inspct,Exercise,own-child,20544.76382424808,96561.03913673085,B,B,C,A,B,2520.049096879427,0
253,435,33,IL,500/1000,1000,1616.8339736423754,0,FEMALE,JD,Machine-op-inspct,Camping,other-relative,37417.07985631203,35112.5207240196,B,A,C,B,A,7569.002620097669,0
254,420,27,IL,250/500,2000,1482.849760744,1000000,FEMALE,High School,Prof-specialty,Chess,husband,51478.24455680039,43812.65554070112,C,A,A,B,A,961.7406663450529,0
255,424,73,CA,250/500,2000,1537.9422231450683,0,FEMALE,Masters,Exec-managerial,Reading,unmarried,53584.57202966431,8408.6038690659,C,B,A,A,A,7672.692712581815,1
256,440,18,TX,250/500,500,1394.6684250973972,0,MALE,College,Adm-clerical,Reading,own-child,15232.519044283665,14085.898943374998,A,C,A,C,B,4656.996102411767,0
257,393,74,FL,250/500,500,1069.7251788765439,0,MALE,PhD,Machine-op-inspct,Movies,unmarried,6865.298328611824,64236.341839237706,B,C,C,C,A,318.0609616873281,0
258,95,26,IL,100/300,500,1776.6637202796874,0,MALE,JD,Adm-clerical,Camping,other-relative,87784.79629464858,95137.69218369864,C,A,A,A,A,2230.6178161667835,1
259,467,54,TX,250/500,2000,1547.133621939249,2000000,MALE,PhD,Prof-specialty,Movies,own-child,12389.961391723447,93254.23967411101,B,C,A,C,B,8553.656326798879,0
260,333,31,FL,500/1000,1000,1082.3099290131904,0,MALE,High School,Adm-clerical,Exercise,husband,64552.042025897106,55843.71144936292,B,B,C,A,C,8185.24666906405,0
261,316,46,FL,500/1000,500,1689.8985662725136,0,FEMALE,JD,Machine-op-inspct,Camping,unmarried,71727.89532351265,48496.115994039945,A,C,B,C,B,318.2643530269178,0
262,187,19,FL,100/300,500,1973.5027846583077,0,FEMALE,Masters,Exec-managerial,Exercise,other-relative,78963.56490041448,97064.50679401316,A,A,B,B,A,9529.312985869801,1
263,220,20,TX,100/300,2000,1113.5626781644137,0,MALE,High School,Exec-managerial,Exercise,wife,9330.226702225464,55566.66717565213,A,A,A,B,C,1666.3720582823569,0
264,94,67,FL,100/300,1000,1992.7285965123924,1000000,FEMALE,JD,Machine-op-inspct,Exercise,wife,29859.89662952948,93260.13098781028,A,B,B,A,B,8327.414583531126,0
265,102,44,TX,250/500,1000,1529.3829842107734,1000000,MALE,College,Craft-repair,Movies,own-child,19689.11385814126,82301.79222661909,A,A,B,B,C,8634.075118174207,0
266,347,23,FL,500/1000,2000,1074.842715239297,0,MALE,High School,Prof-specialty,Movies,wife,4779.169860337862,51762.70305955095,A,C,B,B,B,6670.950018444144,0
267,438,54,TX,100/300,2000,1527.6884312005966,0,FEMALE,JD,Craft-repair,Chess,unmarried,62430.61894314189,23112.47205814424,A,A,C,C,A,3638.3734470832474,0
268,480,46,IL,500/1000,1000,1016.7634079058147,0,FEMALE,JD,Machine-op-inspct,Camping,own-child,15050.246665998267,51130.70519586682,B,C,C,B,C,4164.9152366402095,0
269,494,62,TX,500/1000,500,1245.2403253685425,0,MALE,Masters,Adm-clerical,Reading,other-relative,18855.44941951831,73304.55107034124,C,C,B,B,C,5791.510797346902,0
270,258,30,IL,100/300,2000,1906.378893417102,0,MALE,JD,Craft-repair,Movies,own-child,43151.87240057933,73792.19112217562,A,C,C,B,B,8515.490302304472,0
271,191,33,FL,250/500,2000,1078.6787086290683,0,MALE,JD,Adm-clerical,Movies,husband,11782.005879027101,84719.20029926069,C,C,B,B,A,9337.502914183362,0
272,69,70,IL,500/1000,1000,1782.9809288629967,1000000,FEMALE,PhD,Adm-clerical,Camping,other-relative,62981.17867498541,46904.28833361455,C,C,C,B,A,9735.921248501363,0
273,330,65,FL,500/1000,2000,583.0990887503315,2000000,MALE,Masters,Prof-specialty,Exercise,unmarried,78003.36405946553,50114.627779713424,C,B,C,A,A,1933.8392254722644,0
274,496,18,IL,250/500,2000,899.6127192229096,0,FEMALE,High School,Machine-op-inspct,Chess,other-relative,60662.86637593119,3190.224402424313,C,C,C,B,A,5955.305451493341,0
275,252,41,CA,250/500,500,1080.7109705850967,0,MALE,Masters,Machine-op-inspct,Camping,not-in-family,42271.728731734525,42414.26737539853,A,C,B,C,A,104.58636608982333,0
276,25,60,NY,100/300,1000,1596.694929100487,0,MALE,Masters,Machine-op-inspct,Exercise,unmarried,83070.30453273228,81168.24037846325,C,B,C,A,B,9585.056580165121,0
277,16,45,FL,250/500,500,1853.4667363414103,0,FEMALE,College,Adm-clerical,Exercise,unmarried,81233.94988044353,61294.28314003199,B,A,C,C,A,8352.612460416341,1
