claim_id,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
97,38,CA,2000,1036.6973979881627,1000000,FEMALE,PhD,Other-service,other-relative,2359.1967780795862,24784.538511435694,Parked Car,Rear Collision,Minor Damage,Fire,15,2,Unknown,0,3,YES,52781.33673016192,28334.543252803487,15801.75049421367,25006.36780118458,Dodge,2021,0
98,33,IL,1000,1241.3186708754497,1000000,MALE,High School,Adm-clerical,wife,41373.28975803298,16636.707699192775,Single Vehicle Collision,Side Collision,Minor Damage,None,16,1,NO,2,3,YES,68127.1623385265,21163.46603119011,25448.827979256555,3269.3307512772535,Ford,2023,0
99,62,IL,2000,1742.3738786558276,2000000,FEMALE,High School,Handlers-cleaners,other-relative,29924.841926016044,3559.011815904312,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,2,Unknown,1,0,YES,75575.6692132608,22626.032759773345,15822.834333265904,8674.649501970856,Chevrolet,1998,0
100,35,FL,1000,1002.8120710563092,5000000,MALE,JD,Other-service,other-relative,74810.56678874893,4476.009839842116,Vehicle Theft,Front Collision,Minor Damage,Fire,11,2,NO,0,0,Unknown,17802.271418942113,7272.662850182218,9733.602648545027,13747.284252741234,Toyota,1996,0
101,64,FL,500,760.6423897036157,2000000,FEMALE,PhD,Priv-house-serv,other-relative,20827.76751535458,21688.913720357683,Vehicle Theft,Front Collision,Major Damage,Fire,1,2,YES,1,1,NO,56732.65431539026,5057.460104928583,15712.529307555904,15059.648459853279,BMW,1996,0
102,70,NY,2000,1568.021030496171,0,FEMALE,PhD,Adm-clerical,wife,20522.00872940718,17789.65639104965,Single Vehicle Collision,Rear Collision,Minor Damage,None,9,4,Unknown,2,1,NO,91263.89009937203,11830.22379282969,3422.5893131729235,27206.13340853926,Dodge,2005,0
103,41,NY,2000,1738.9673190621227,2000000,FEMALE,College,Priv-house-serv,unmarried,18951.90432373768,25806.74023372489,Vehicle Theft,Rear Collision,Minor Damage,Ambulance,4,3,Unknown,2,0,Unknown,96851.79826021455,23000.17456008462,3900.2086569830954,21396.3429521012,Volkswagen,2016,0
104,43,FL,1000,650.9562177852999,0,MALE,Masters,Protective-serv,wife,12561.561315623592,15241.908462813348,Vehicle Theft,Unknown,Total Loss,Ambulance,20,4,Unknown,0,1,Unknown,65786.43173465614,28163.877292585727,20823.22596692007,15593.284577060413,Volkswagen,1999,0
105,42,FL,2000,859.811169133917,5000000,FEMALE,JD,Priv-house-serv,other-relative,31100.70036708874,34395.504572766215,Vehicle Theft,Rear Collision,Major Damage,Ambulance,2,4,NO,2,2,Unknown,98374.25001391857,12819.894779220234,27523.819717792372,18301.712046495177,Mercedes,2003,0
106,62,TX,1000,712.9579846414908,2000000,MALE,Masters,Priv-house-serv,own-child,88592.21144434251,43197.74110047553,Multi-vehicle Collision,Rear Collision,Total Loss,None,18,3,Unknown,1,0,YES,57288.15727312601,23224.70377491498,21770.344004655548,1012.5784906844492,Toyota,2014,1
107,58,IL,1000,1021.9121173732499,2000000,FEMALE,Masters,Exec-managerial,husband,77492.8472305955,14943.159439343384,Single Vehicle Collision,Unknown,Major Damage,Police,12,4,NO,0,1,Unknown,44539.20046320286,14112.228584004286,2238.397219720716,30935.748532651385,Saab,2015,0
108,46,NY,1000,1175.526468358119,5000000,MALE,JD,Adm-clerical,other-relative,73525.12163067935,9649.20039695143,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,1,Unknown,1,3,YES,55382.95216535047,8856.847486663914,12086.86833093017,2119.685203443907,Mercedes,2011,0
109,32,IL,1000,1623.2395054449596,0,MALE,PhD,Protective-serv,own-child,79733.68056499626,5809.028712704456,Vehicle Theft,Front Collision,Major Damage,Fire,2,1,YES,1,0,NO,12013.383229220448,22177.954521775428,76.607648041912,33258.040970441354,Volkswagen,2006,0
110,62,IL,500,1476.7213773225112,2000000,FEMALE,JD,Priv-house-serv,unmarried,26941.788932957166,30812.70202854062,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,5,4,Unknown,1,0,Unknown,40470.73400869608,23946.06401943982,15336.202299768986,21869.362595881837,Saab,2022,0
111,18,FL,1000,1431.3928512176467,0,FEMALE,Masters,Handlers-cleaners,other-relative,88744.16907524878,22192.79955702847,Vehicle Theft,Side Collision,Minor Damage,Fire,13,2,YES,2,3,Unknown,46111.3027765376,6085.223822420407,5796.134546455542,21348.85805336842,Mercedes,2012,0
112,42,TX,2000,1028.5624199144816,2000000,FEMALE,PhD,Other-service,own-child,13730.33751416044,9400.785859814448,Multi-vehicle Collision,Front Collision,Total Loss,Police,3,4,NO,1,3,YES,84938.46597273732,9155.08506135992,26044.3994618597,28330.855797041375,Saab,1997,1
113,24,CA,500,1762.1713296271398,1000000,FEMALE,High School,Priv-house-serv,other-relative,33634.57267155819,32656.83666459277,Single Vehicle Collision,Unknown,Total Loss,None,12,2,YES,2,1,YES,75985.5349778735,14843.305304209867,3130.051586072472,34452.601539811876,Ford,1999,1
114,26,TX,2000,1206.9307510972467,2000000,FEMALE,JD,Protective-serv,wife,58674.81189673429,7424.15915026422,Vehicle Theft,Front Collision,Trivial Damage,Fire,18,4,Unknown,1,3,YES,60341.94522986768,5595.654893006301,43.001959410912114,37734.52278594674,Toyota,2022,0
115,41,TX,500,1968.6574070227318,5000000,MALE,JD,Priv-house-serv,own-child,10290.508834200064,27715.035292397628,Single Vehicle Collision,Unknown,Minor Damage,None,17,1,Unknown,2,2,NO,35054.08487018886,27865.028962613775,13534.381293412811,21963.1105461374,BMW,2015,0
116,18,IL,1000,1451.2132074436054,5000000,FEMALE,PhD,Other-service,wife,73013.01877764249,26357.419081263233,Multi-vehicle Collision,Side Collision,Trivial Damage,Fire,2,2,NO,2,0,NO,19109.94127641938,17740.017376822452,4662.999117772175,6451.000163562271,BMW,2014,0
117,61,TX,500,689.397112346754,0,FEMALE,High School,Protective-serv,wife,38724.6048203475,36711.39005930417,Parked Car,Side Collision,Total Loss,None,19,1,Unknown,2,2,Unknown,35102.61958100548,3636.09832115078,22139.59146825485,35205.921583833784,BMW,2008,0
118,25,NY,500,1514.266343113151,2000000,MALE,High School,Adm-clerical,own-child,78440.56656084,2755.481997033338,Multi-vehicle Collision,Front Collision,Total Loss,None,5,4,Unknown,1,1,Unknown,68140.50506043361,5520.8959404738625,27598.041953441847,2106.5447256195393,Volkswagen,2010,0
119,41,IL,2000,987.6560231475485,0,FEMALE,PhD,Protective-serv,husband,49289.628558460274,44393.64659256652,Parked Car,Rear Collision,Minor Damage,Police,15,3,NO,1,3,YES,26672.261008960795,28630.660359745332,1258.140429077015,32389.818243432423,Ford,2020,0
120,28,NY,2000,1529.490795029146,0,FEMALE,College,Adm-clerical,own-child,18087.452442533635,35149.58630734097,Single Vehicle Collision,Front Collision,Minor Damage,None,19,2,NO,2,0,NO,42975.22622306201,22145.05757089855,11867.463357482902,27376.6542438131,Toyota,2013,0
121,68,CA,1000,604.4617222436086,1000000,MALE,JD,Protective-serv,husband,73476.18113553444,10806.299917438111,Single Vehicle Collision,Front Collision,Trivial Damage,Ambulance,23,2,YES,1,3,Unknown,38983.63837072736,22032.152535149584,29904.44928212849,36236.74049320637,Dodge,2003,0
122,34,IL,500,762.322155763939,1000000,FEMALE,JD,Other-service,other-relative,25214.395583894355,9170.267430486983,Vehicle Theft,Side Collision,Total Loss,Police,2,4,NO,2,3,YES,76676.2113472105,2174.957820151636,21980.159100020057,35949.79443477415,Audi,2011,1
123,25,CA,500,1783.6058883586795,5000000,FEMALE,Masters,Other-service,other-relative,49081.03012680428,21583.010707189173,Parked Car,Unknown,Total Loss,Fire,11,4,Unknown,1,1,YES,88436.81269488437,26858.96513126841,28595.629311174212,2599.5863747646467,Dodge,2016,1
124,52,IL,500,840.7693355352724,0,FEMALE,PhD,Protective-serv,own-child,7553.326915690761,40878.266477229845,Multi-vehicle Collision,Front Collision,Trivial Damage,Police,18,2,NO,2,1,NO,70087.4102026922,13312.060876758138,4922.498556484667,24573.13308343905,BMW,2001,0
125,52,FL,1000,1755.56168786441,5000000,MALE,Masters,Priv-house-serv,other-relative,61786.66544120367,42147.499656955355,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,Unknown,2,1,NO,34489.4249628369,19791.519679197787,6641.056784758606,5424.52247914397,Dodge,2004,0
126,50,TX,1000,918.9141326816157,2000000,FEMALE,Masters,Other-service,unmarried,66585.77662162772,26022.80460696915,Parked Car,Side Collision,Total Loss,Ambulance,23,4,YES,0,1,Unknown,43601.116373100784,28790.67657342042,4644.337217904778,3599.510163890162,Saab,1998,1
127,22,FL,1000,1464.3228650880615,0,MALE,High School,Adm-clerical,wife,37867.42099727836,43040.54313433687,Multi-vehicle Collision,Front Collision,Total Loss,None,3,4,NO,1,0,Unknown,14763.34032834528,3000.3714106967072,9071.071013278148,18206.947260313857,Saab,2004,0
128,59,CA,1000,1541.2258602647464,0,FEMALE,JD,Adm-clerical,wife,95442.27803210738,272.18545958452853,Parked Car,Front Collision,Minor Damage,Ambulance,0,4,Unknown,1,2,YES,17225.69605277768,14468.293784597361,21731.522049871557,4355.102824025255,Dodge,1997,0
129,56,TX,1000,1268.9821297175795,2000000,MALE,Masters,Handlers-cleaners,husband,87416.89214820684,1758.7315765798305,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,0,2,YES,16847.11046888824,1488.3820998579533,4948.399822745646,29252.144132947415,Chevrolet,2018,0
130,58,IL,2000,957.9660150450969,2000000,FEMALE,High School,Exec-managerial,other-relative,70794.09157399947,45591.07968183714,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,12,2,NO,2,0,YES,13493.342577350366,14986.362699711462,15727.021136498655,38773.158065050186,Mercedes,2003,1
131,45,TX,500,818.9665645566442,5000000,MALE,PhD,Exec-managerial,husband,71365.20744937427,38766.5964942958,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,12,1,NO,2,3,Unknown,18368.33223665845,7567.782314627132,8076.297573431942,22998.526832432162,Audi,2007,0
132,24,NY,500,549.7840318436394,5000000,MALE,Masters,Exec-managerial,wife,25240.171494215123,22535.302912519284,Multi-vehicle Collision,Front Collision,Major Damage,Fire,1,4,NO,0,0,NO,20667.476156546585,27331.96587821612,24875.87337410746,9789.17034768662,Volkswagen,1995,0
133,26,TX,500,955.9196018610858,2000000,MALE,JD,Adm-clerical,wife,65681.52310884489,37680.50657389936,Parked Car,Front Collision,Minor Damage,Fire,18,3,YES,0,2,Unknown,11628.671407864475,11954.774828192605,197.77216016817033,33806.65246525312,Dodge,2009,0
134,25,NY,500,1479.7441857969245,5000000,MALE,Masters,Handlers-cleaners,other-relative,19820.626523551964,47781.97308617108,Parked Car,Rear Collision,Trivial Damage,Police,21,2,Unknown,2,2,NO,64205.94182748059,19016.173381562374,6693.448756160004,34197.58330973602,Toyota,2009,0
135,29,TX,500,1907.457227672724,2000000,MALE,PhD,Exec-managerial,unmarried,14400.322391982212,38604.47619406425,Vehicle Theft,Front Collision,Minor Damage,None,23,2,NO,1,0,Unknown,99044.95269092885,25808.617944436468,18157.22272716546,29445.04590839358,Chevrolet,2005,0
136,51,NY,500,1806.806723394578,0,MALE,Masters,Exec-managerial,unmarried,99946.78942025802,42118.5666909161,Parked Car,Front Collision,Total Loss,Fire,15,3,Unknown,0,1,Unknown,87979.08109289948,29510.755752515295,2901.315059215277,24797.72130012736,Ford,2022,1
137,50,CA,500,1649.0971648029538,0,FEMALE,JD,Protective-serv,other-relative,62237.59314731741,38030.32906950309,Parked Car,Front Collision,Total Loss,Ambulance,11,4,YES,0,3,NO,5037.471020695578,15114.581109856379,13989.366478379688,34777.8019626931,Chevrolet,2004,0
138,65,FL,500,1682.671014879948,1000000,FEMALE,High School,Protective-serv,other-relative,43098.78726571905,8410.55462167708,Vehicle Theft,Side Collision,Minor Damage,None,0,1,Unknown,0,0,Unknown,42594.351515074115,13672.731085843678,13086.21889447109,6950.021438903583,Audi,2019,1
139,72,IL,2000,1497.4773552139927,0,MALE,JD,Protective-serv,husband,28816.452288395132,41678.70548228684,Parked Car,Rear Collision,Minor Damage,Fire,8,4,Unknown,0,2,Unknown,86001.40263366085,2272.1893588937614,25575.69020465291,37298.204990589766,Toyota,2001,0
140,40,TX,500,890.4302863490045,2000000,MALE,High School,Priv-house-serv,other-relative,60392.04436622274,9755.441001210502,Multi-vehicle Collision,Side Collision,Major Damage,Police,16,2,YES,0,1,YES,13900.144390203644,382.16830011645106,18761.9157950044,37914.524393817446,Chevrolet,1995,0
141,41,FL,2000,1860.7925460587448,5000000,MALE,College,Exec-managerial,unmarried,4959.350822008612,44630.56640220735,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,9,1,NO,0,3,NO,84840.69209187826,18264.062774954884,19191.06186477308,34943.69877288677,Volkswagen,2001,0
142,54,IL,1000,1506.098467858751,1000000,MALE,JD,Priv-house-serv,other-relative,9468.099050479506,22932.494904053798,Single Vehicle Collision,Rear Collision,Minor Damage,None,17,4,Unknown,2,2,NO,59473.713464870976,1963.9305644293804,28554.22805367498,10401.150371102949,Mercedes,1999,0
143,52,IL,500,1340.6609464706598,5000000,FEMALE,JD,Handlers-cleaners,husband,3285.6697740396344,33848.83761555143,Vehicle Theft,Side Collision,Total Loss,Fire,18,1,Unknown,2,3,YES,93164.20598331312,11411.368111154197,29470.81125970125,34398.04625926985,Toyota,2020,1
144,61,NY,1000,666.4842038202216,2000000,MALE,PhD,Adm-clerical,husband,49916.98332626617,24862.042394032174,Parked Car,Side Collision,Total Loss,None,6,3,NO,0,1,NO,87665.8918693103,108.19308319384491,19601.841964585157,20156.709367588825,Saab,2023,1
145,57,CA,1000,1170.583315709638,0,FEMALE,Masters,Exec-managerial,husband,60060.662918718255,4699.5464708301015,Parked Car,Side Collision,Minor Damage,Fire,18,4,NO,2,2,YES,67864.91504484239,18456.824968970122,15660.043504561627,23999.744377332598,Volkswagen,2023,0
146,39,CA,1000,1190.5374068028896,1000000,FEMALE,High School,Adm-clerical,husband,6247.976135782085,14536.115381033254,Vehicle Theft,Rear Collision,Total Loss,Police,23,2,Unknown,1,1,NO,65953.3546573332,12762.454813214887,18237.601753946394,33703.724588913734,BMW,2017,0
147,44,FL,2000,1796.845414284005,2000000,MALE,High School,Protective-serv,own-child,72122.44674989165,49186.5926998503,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,14,2,YES,1,0,NO,21709.83813799486,3810.6230935886356,11473.311151624812,1668.522359536882,Ford,2010,0
148,52,CA,1000,1319.9723302816828,1000000,MALE,PhD,Exec-managerial,other-relative,23039.50715145644,48035.73758349087,Multi-vehicle Collision,Unknown,Total Loss,Police,8,1,NO,0,0,NO,12116.92023222185,8891.028205224662,29623.69850880232,14836.232390938007,Audi,2022,0
149,18,TX,1000,1070.6008234556143,1000000,FEMALE,PhD,Other-service,wife,68520.1453769866,16024.344882777365,Parked Car,Unknown,Trivial Damage,Ambulance,9,3,NO,1,3,NO,41831.64628189544,17089.820969157736,21150.637784905764,32719.888401156393,Audi,2019,0
150,52,CA,1000,1965.200492765989,0,FEMALE,Masters,Priv-house-serv,other-relative,98189.71400352457,49814.84021226129,Vehicle Theft,Rear Collision,Minor Damage,Ambulance,22,4,YES,1,1,YES,19064.71392956591,19701.40104029931,8730.20383137494,32651.21396016806,Dodge,2002,0
151,54,FL,500,666.0808899894735,2000000,MALE,Masters,Priv-house-serv,own-child,69110.58700538511,42277.55977484498,Multi-vehicle Collision,Unknown,Total Loss,None,19,3,Unknown,2,1,YES,10690.463408937016,13870.076389903405,1732.9889691620526,34023.17311187585,Audi,2016,0
152,64,CA,500,1133.822642467917,5000000,MALE,JD,Exec-managerial,husband,88319.30529236085,30547.974971612733,Vehicle Theft,Rear Collision,Total Loss,Fire,19,3,NO,2,3,NO,30581.509960652904,24118.773482728375,1341.6578745590346,7184.028055509905,Audi,1996,1
153,31,TX,2000,563.037012757108,1000000,MALE,College,Protective-serv,own-child,94819.85067430674,2006.2310130504745,Vehicle Theft,Rear Collision,Total Loss,Police,3,1,Unknown,2,3,Unknown,86118.74930826652,3373.212351089571,6147.389415796175,28382.52142000442,Mercedes,2002,1
154,20,NY,2000,1609.8561811503955,1000000,FEMALE,Masters,Priv-house-serv,unmarried,48675.104835231556,45072.34147691898,Vehicle Theft,Unknown,Total Loss,Police,5,1,Unknown,2,3,YES,2206.241324826942,2536.3716783722334,6987.391627593348,6286.881949964034,Ford,2022,0
155,18,FL,500,1877.114828298726,5000000,FEMALE,PhD,Protective-serv,unmarried,70232.49794197068,27871.463963215985,Single Vehicle Collision,Side Collision,Minor Damage,Police,3,4,Unknown,1,0,NO,29617.449331356474,1327.3280705342495,12451.364818617007,31511.3713535655,Mercedes,2008,0
156,22,NY,2000,920.0559943257342,2000000,MALE,Masters,Handlers-cleaners,other-relative,85196.92535558417,43423.80756013848,Single Vehicle Collision,Front Collision,Major Damage,None,4,2,YES,0,3,YES,42693.19242884198,16074.835183483267,6445.380349087615,10182.477175953047,Saab,1998,0
157,43,NY,500,1787.5125151986813,1000000,FEMALE,High School,Adm-clerical,other-relative,35660.891287438615,41721.45599528711,Vehicle Theft,Unknown,Major Damage,None,8,4,Unknown,2,0,Unknown,51301.69008672101,21186.95112703374,18927.312925852337,29643.800239684366,Toyota,2018,0
158,72,NY,1000,938.3273456928466,1000000,FEMALE,College,Other-service,wife,26139.73165603949,41650.3107600543,Parked Car,Unknown,Minor Damage,None,11,3,Unknown,1,3,Unknown,18566.962084107432,3915.6419826758915,6337.641924317453,18472.563931854915,Chevrolet,2009,0
159,31,IL,1000,1866.1552424658728,1000000,MALE,JD,Adm-clerical,wife,94659.85727783387,34908.69303574525,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,22,1,NO,2,1,Unknown,96439.90988388409,19168.368655661776,5636.296168234379,39457.40684983451,Ford,2001,0
160,56,IL,2000,1630.942855395176,2000000,MALE,High School,Adm-clerical,unmarried,72630.35003688179,14570.756933802431,Parked Car,Unknown,Total Loss,Police,7,3,NO,1,1,NO,58097.86783543285,14308.432985686042,14137.109784011098,23405.806314596597,Chevrolet,2014,0
161,44,NY,500,1707.360165262158,2000000,FEMALE,High School,Handlers-cleaners,husband,21968.21333758263,16808.012887225992,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,20,1,YES,2,3,NO,52449.999432175886,29620.335004533456,26660.057979714566,25486.884886701304,BMW,2002,0
162,26,FL,500,527.0098334006817,5000000,FEMALE,College,Priv-house-serv,own-child,44908.33926761134,15423.460629134317,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,4,2,YES,0,3,Unknown,1377.8475985689452,21524.208277992344,14049.164621359027,15042.458797125853,Mercedes,2021,0
163,32,TX,2000,1944.2155356110388,2000000,MALE,JD,Other-service,wife,79645.17695378095,1002.2999766282347,Vehicle Theft,Front Collision,Minor Damage,Police,10,3,NO,2,0,YES,48828.6802499027,19724.200055748777,12415.46233716501,29513.546234973608,Volkswagen,2005,0
164,32,TX,500,1590.006488105485,2000000,MALE,PhD,Priv-house-serv,wife,54706.299091844216,29128.44546074056,Parked Car,Front Collision,Total Loss,Fire,22,1,NO,0,2,YES,83848.22763079082,17113.492046170337,17342.847223791265,20047.982823640985,Chevrolet,2022,1
165,43,CA,1000,957.1266430792,0,MALE,JD,Exec-managerial,husband,64995.209816588904,34941.68352230164,Parked Car,Unknown,Total Loss,Police,10,4,YES,2,0,Unknown,22354.63203359865,29920.985446491115,7716.410362548854,1213.6320862866337,Volkswagen,2021,0
